Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
mini_fab_lab,,USA,Fair Use Building and Research (Fubar) Labs,United States,"100 Jersey Ave,  8901, OR 403 Cleveland Ave, Highland Park, NJ, 08904 ??","New Brunswick, NJ", NJ,"We are aspiring to be a much larger lab, but are very happy to have hacked our own , Filament Extruders, Laser Cutter controls and 3D printers. Fair Use Building and Research (FUBAR) Labs is a Nonprofit Corporation that provides a location where people with common interests, usually in computers, technology, science, and crafts can meet and collaborate. We are an open community offering classes, workshops, study groups, and long term projects.",Fab Lab,Fab Lab,info@fubarlabs.org,http://fubarlabs.org,732-50-FUBAR,,40.4868,-74.4592,"three_d_printing, cnc_milling, circuit_production, laser,  ","We are aspiring to be a much larger lab, but are very happy to have hacked our own , Filament Extruders, Laser Cutter controls and 3D printers.",https://www.fablabs.io/fubarlabs,,,,,,,,,,,,,,,,,,,,,,"-74.4592376748047, 40.4868015857438",,"100 Jersey Ave B-103, New Brunswick, NJ 08901, United States","40.4879482, -74.4579692",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,011563e1e42677403d7043c06e4737fb200807c4,ChIJ79uxLrTHw4kRLm6plW-tPOc,Fair Use Building And Research Labs,,,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Fat Cat Fab Lab,United States,"224 W 4th St

New York, New York 10014",,,,Fab Lab,fablab,,http://www.fatcatfablab.org/,,,40.7339,-74.0031,,,,,,,,,,,,,,,,https://twitter.com/fatcatFABLAB,https://www.facebook.com/fatcatFABLAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,FAU FabLab,Germany,"Erwin-Rommel-Straae 60,  91058, Look for signs pointing you to the ""FAU FabLab"" in the lecture hall building. Ground floor, behind lecture hall H9.","Erlangen, Bavaria",,"Very well equipped FabLab at the University of Erlangen, almost always open to the general public and completely run by volunteers. We are the first student founded FabLab of Germany and located at the technical faculty of Friedrich-Alexander-Universit—_t Erlangen-N—_rnberg.

The Lab is run by students and other volunteers and during lecture time almost always open to the public.

For more information have a look at our website or contact us. We are always happy to hear from other people. Feel free to peek in at our opening hours, see website for an up-to-date schedule. We also offer workshops and are always looking for new people to help us improve our FabLab.",Fab Lab,fab lab,kontakt@fablab.fau.de,https://fablab.fau.de,+49 (0)9131 / 85 28013,"<https://twitter.com/FAUFabLab>, <https://www.facebook.com/FAUFabLab>, <>, <>, <>",49.574155,11.0300879,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",Part FabLab and part meet-up space for experimentation with machinery and personal digital fabrication. A place for communal exploration of making and skill development.,https://www.fablabs.io/faufablab,https://wiki.hackerspaces.org/FAU_FabLab,,,,,,,,,2011,20+many more (we do not have a member definition),,,,Free,,,Erlangen,Bavaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,Faulhaber Fab Lab at Suncoast Science Center,United States,"4452 Beneva Rd, Suncoast Science Center 34233, ","Sarasota, Florida", Florida,"The Faulhaber Fab Lab is a non-profit digital fabrication lab where students, teachers, hobbyists, entrepreneurs, business owners, retirees, inventors, or anyone with curiosity and a tinkering spirit. For more information on hours of operation, membership rates, and programs and to be added to our e-newsletter list, please email info@suncoastscience.org.",Fab Lab,Fab Lab,,http://www.suncoastscience.org/#!fablab/c1pc1,,,27.2902,-82.4976,", ","The Faulhaber Fab Lab is a non-profit digital fabrication lab where students, teachers, hobbyists, entrepreneurs, business owners, retirees, inventors, or anyone with curiosity and a tinkering spirit.",https://www.fablabs.io/falhaberfablab,,,,,,,,,,,,,,,,,,,,,,"27.2902248, -82.4976367",,"Suncoast Science Center, 4452 S Beneva Rd, Sarasota, FL 34233, United States","27.289358, -82.498063",https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,0ddca57b214d31dab1334b06f38c1f72dfa3c3a9,ChIJr7Fx9BdBw4gRWNQdYAgEIDU,Suncoast Science / Faulhaber Fab Lab,,,"[u'museum', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,Fayetteville Free Library Fab Lab,United States,"300 Orchard St., Fayetteville, NY 13066","Fayetteville, New York", New York,,Fab Lab,Fab Lab,,http://www.fayettevillefreelibrary.org/about-us/services/fablab,,http://www.fflib.org/make/fab-lab,43.0298,-76.0044,", ",,https://www.fablabs.io/fflfablab,,,,,,,,,,,,,http://twitter.com/fayettevillelib,https://www.facebook.com/fayfreelibrary,,,,,,,,"43.029777, -76.004448",,"300 Orchard Street, Fayetteville, NY 13066, United States","43.0255217, -76.0069945",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,3c5b6ae0753de133257c596b44263e2aff052b98,ChIJyes0dD2M2YkRe-UPiyBkPos,Fayetteville Free Library,,,"[u'library', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,Fellesverkstedet,Norway,"Urtegata 11,  187, Ring the bell or knock on the big garage door","Oslo, ",,"Fellesverkstedet combines traditional fabrication teqhiques with a fablab. We have a full scale woodworking shop, silkscreen and bookprint shop next to the soon to arrive fablab tools. Fellesverkstedet is a simple concept. People who make things need an infrastructure to get their ideas out in the world. We have production facilities, and assistance under the same roof, where you can make anything you want, at a price that everyone can afford.



That's a big idea, but we mean it! The finished facility is not open yet, but our pilot project based at Urtegata 11 is up and running. If you've got an idea, if you want to make something, or if you just need some advice, get in touch and we'll see what we can do!",Fab Lab,Fab Lab,info@fellesverkstedet.no,http://www.fellesverkstedet.no,4722381898,,59.9149728,10.7638905,"cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting, ","Fellesverkstedet combines traditional fabrication teqhiques with a fablab. We have a full scale woodworking shop, silkscreen and bookprint shop next to the soon to arrive fablab tools.",https://www.fablabs.io/fellesverkstedet,,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,ffablab Pontio,United Kingdom,"Pontio, Ffordd Deiniol Road LL57 2TQ, ","Bangor, Gwynedd",,"Cartref arloesi , cydweithio , creadigrwydd a syniadau Home to innovation, collaboration, creativity and ideas Amcan Arloesi Pontio yw arfogi unigolion a busnesau a'r offer maent ei angen i lwyddo. Hyn gyda ffocws traws disgyblaethol a phwyslais ar gydweithio



Pontio Innovation is about equipping individuals and businesses with the tools they need to succeed with a focus on trans disciplinary working and collaboration.",Fab Lab,Fab Lab,w.griffith@bangor.ac.uk,http://www.bangor.ac.uk,01248 382747,"<http://www.innovationquarter.co.uk>, <http://www.pontio.co.uk>, <>, <>, <>",53.2272526,-4.1298272,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","Cartref arloesi , cydweithio , creadigrwydd a syniadau Home to innovation, collaboration, creativity and ideas",https://www.fablabs.io/pontio,,Planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,FlyLab,France,"La Paillasse, 226 rue saint denis, 75002 Paris",,,,Fab Lab,fablab,,http://www.leflylab.com/,,,48.8683,2.35245,,,,,,,,,,,,,,,,https://twitter.com/LeFlyLab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Formalab,France,Lycee Charles et Adrien Dupuy Avenue du Docteur Durand 43000 Puy-en-Velay,,,,Fab Lab,fablab,,http://formalab.fr/,,,45.0362,3.89228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,Fox Valley Technical College,United States,"Appleton, Wisconsin, 54911, ","Appleton, Wisconsin", Wisconsin,,Fab Lab,Fab Lab,,,,,44.2619,-88.4154,", ",,https://www.fablabs.io/foxvalleytechnicalcollege,,,,,,,,,,,,,,,,,,,,,,"44.2619309, -88.4153847",,"1825 N Bluemound Dr, Appleton, WI 54912, United States","44.2833555, -88.459028",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,292fff79be3de73b1e0cc03ad2f7d820955533ca,ChIJwQ4BjTd0AYgRQ7yYiFk1meg,Fox Valley Technical College,,,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,"Fox Valley Technical College, site #2",United States,"Oshkosh, Wisconsin, 54901, ","Oshkosh, Wisconsin", Wisconsin,,Fab Lab,Fab Lab,,http://www.fvtc.edu/public/content.aspx?ID=1873&PID=1,,,44.0247,-88.5426,", ",,https://www.fablabs.io/foxvalleytechnicalcollegesite2,,,,,,,,,,,,,,,,,,,,,,"44.0247062, -88.5426136",,"1825 N Bluemound Dr, Appleton, WI 54912, United States","44.2833555, -88.459028",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,292fff79be3de73b1e0cc03ad2f7d820955533ca,ChIJwQ4BjTd0AYgRQ7yYiFk1meg,Fox Valley Technical College,,,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,SEA,FPGA-CAFE/FabLab Tsukuba,Japan,"Ritchmond 2 street, 2-9-2 Amakubo, Ibaraki Prefecture, 305-0006",Ibaraki Prefecture,,"FPGA-CAFE/FabLab Tsukuba is communication space for scientists, engineers, and artists. It's located on Tsukuba Science City, which is about 50 km northeast of Tokyo and 40 km northwest of Narita.  FPGA-CAFE/FabLab Tsukuba is communication space for scientists, engineers, and artists. It's located on Tsukuba Science City, which is about 50 km northeast of Tokyo and 40 km northwest of Narita Airport. We serve coffee and tea only. There are no lunch, dinner or something to eat. However, we sell electronic parts such as transistors, ICs, LEDs, FPGAs and circuit boards. And, We serve a soldering space and hold some workshop for prosumer. The shop is relaying for 24 hours on USTREAM!

 Especially, we are focusing to electronics, so we have many development tools for electric circuit. We have: EPILOG Mini24-60W, MITS Eleven Auto, Roland DG STiKA SV-15, MDX-15, MDC Luna 7722FV, CIF FT-05, Tektronix TDS-2014, Agilent DSO9104A, ESPEC SH-241 and more details: http://fpgacafe.com/tools_e.html",Fab Lab,Fab Lab,susu@fpgacafe.com,http://fpgacafe.com,81-29-875-6937,,36.0982375,140.108302,"cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting, ","FPGA-CAFE/FabLab Tsukuba is communication space for scientists, engineers, and artists. It's located on Tsukuba Science City, which is about 50 km northeast of Tokyo and 40 km northwest of Narita.",https://www.fablabs.io/fpgacafefablabtsukuba,,,,,,,,,,,,,,,,,,,,,,"140.108302, 36.0982375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Frenchmakers,France,17 rue Xavier Marmier 25000 BESANCON,,,,Fab Lab,Fablab,,http://www.frenchmakers.com,,,47.242,6.00748,,,,,,,,,,,,,,,,https://twitter.com/frenchmakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,FryskLab,Netherlands,"Zuiderkruisweg 4,  8938 AP, Zuiderkruisweg 4","Leeuwarden, Friesland",,"Europe's first Mobile Library FabLab In the province of Fryslan (northern part of The Netherlands) we're using a mobile lab facility, named FryskLab (a former library-bus) to bring making and 21st centurys skills to primary and secondary education, trying to find solutions for local socio-economic challenges.



FryskLab is Europe's first mobile Library-powered FabLab. We have a team with a very diverse background. FryskLab is initiated by a public library service organization (Bibliotheekservice Fryslan) in close collaboration with team members with a scientific-, educational- and technological background, with two of them in the board of the FabLab Benelux Foundation.



http://www.frysklab.nl",Fab Lab,fab lab,j.deboer@bfrl.nl,http://www.frysklab.nl,31582847743,,53.1934683,5.8454642,"three_d_printing, circuit_production, laser, vinyl_cutting,  ",Europe's first Mobile Library FabLab,https://www.fablabs.io/frysklab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,fab_lab",,,FunLab Tours,France,"8 rue littre, 30, Rue Andre Theuriet, 37000, Nous sommes heberges chez Les Compagnons du devoir","Tours, Centre",,"Fabrique d'Usages Numeriques La communaute existe, des rencontres toutes les semaines. Nous sommes heberges par les compagnons du devoir, 8 rue littre, 37000 Tours.

Les sujets sont en ce moment l'impression 3D, la programmation Arduino, le hack des telephones portables, la domotique, les jeux de societe",Fab Lab,Fab Lab,"contact@funalb.fr, fablab.tours@gmail.com",http://funlab.fr/,,https://www.facebook.com/FablabTourangeau,47.3826377,0.6971866,,,https://www.fablabs.io/funlab,https://wiki.hackerspaces.org/FunLAB,,,,,,41455,,,,15,,,https://www.facebook.com/FablabTourangeau?fref=ts,Not defined yet,,,Tours,Centre,,0,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/FunLabTours.jpeg?itok=38c9zNdp,,,,,,,,,8 rue littr_,,Tours,,37000,"8 rue littr_,  Tours,  37000","La communaut_ existe, des rencontres toutes les semaines. Nous sommes h_berg_s par les compagnons du devoir, 8 rue littr_, 37000 Tours. Les sujets sont en ce moment l'impression 3D, la programmation Arduino, le hack des t_l_phones portables, la domotique, les jeux de soci_t_",,47.3826377,0.6971866,,,,,,,,
fab_lab,,Europe,Funlab Zurich,Switzerland,"Am Holbrig 10,  8049, Velo Eingang benutzen","Zurich, Canton of Zurich",,"Mini-Fablab with two 3D-Printers, a 60x40cm 50W Lasercutter, a Cutting Plotter and a drilling machine... ",Fab Lab,Fab Lab,funlab@bluewin.ch,http://funlab.ch,41792259649,,47.4047687,8.4966345,"three_d_printing, laser, vinyl_cutting, ","Mini-Fablab with two 3D-Printers, a 60x40cm 50W Lasercutter, a Cutting Plotter and a drilling machine...",https://www.fablabs.io/funlabzurich,,Mini Fab Lab,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,Hanspeter,Hiltbrunner,CEO,http://movement.open.co/sites/default/files/styles/medium/public/funlab-z%C3%BCrich.jpeg?itok=wg1cmY5O,"Making, Learning","Community, Tech",Physical,Local,,,,,Am Holbrig 10,,Canton of Zurich,Zurich,8049,,,,,,,,,,,,,
Makery,,,Gamerz,France,"Patio du Bois de l___Aune, 1 place Victor Schoelcher 13090 Aix en Provence",,,,Fab Lab,fablab,,http://www.lab-gamerz.com/,,,43.5265,5.41485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,Existing space,,Garagem Fab Lab,Brazil,"Rua Dr. Ribeiro de Almeida, 166/168, Barra Funda 01137-020, ","Sao Paulo, SP",,"The first independent Fab Lab - with open acess to the community - in Brazil! Hello Fab World!

Garagem is upgrading to it's 2.0 version. We moved to a bigger and better place, with new (big) machines and a rising community. Soon we'll re-open with much more space, people, new projects and the first Open DIY BioLab in Brasil.",Fab Lab,Fab Lab ,info@garagemfablab.com,http://www.garagemfablab.com/,,http://www.facebook.com/garagemfablab,-23.5247,-46.653,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",The first independent Fab Lab - with open acess to the community - in Brazil!,https://www.fablabs.io/garagemfablab,,,,,,,,,,,,,,http://www.facebook.com/garagemfablab,,,,,,,,,"-46.653,-23.5247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Garolab,France,"JPB LABS SARL 14, Place du Marche, 47200 Marmande",,,,Fab Lab,Fablab,,http://garolab.fr/,,,44.4969,0.16512,,,,,,,,,,,,,,,,https://twitter.com/garolab,https://www.facebook.com/Garolab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,Gateway Technical College - Fab Lab,United States,"2320 Renaissance Blvd.,  53177, ","Sturtevant, WI", WI,"The Gateway Technical College Fab Lab supports our academic students, provides STEM support to area K12 students, and helps innovators and small business successfully create their visions. ",Fab Lab,Fab Lab,herkerg@gtc.edu,http://www.usfln.org,262-898-7430,"<https://www.gtc.edu/wedd/industrial-design-fab-lab>, <>, <>, <>, <>",42.7081,-87.9138,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","The Gateway Technical College Fab Lab supports our academic students, provides STEM support to area K12 students, and helps innovators and small business successfully create their visions.",https://www.fablabs.io/gatewaytechnicalcollegefablab,,,,,,,,,,,,,,,,,,,,,,"42.7081086, -87.913766",,"3520 30th Ave, Kenosha, WI 53144, United States","42.6083165, -87.8494692",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,495f2928a0869774f40db57b719237608f1e86f6,ChIJaTx6HAdeBYgRwHAyaPB0JSI,Gateway Technical College,,3.2,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,gFab Okinawa,Japan,"901-0155 Okinawa-ken, Naha-shi, Kanagusuku, 3 Chome?8?9, Japon",,,,Fab Lab,Fablab,,http://gfab-okinawa.github.io/,,,26.2013,127.662,,,,,,,,,,,,,,,,https://twitter.com/mgwsuzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Gi-Nova,France,"46, avenue Felix Viallet, 38031 Grenoble",,,,Fab Lab,fablab,,http://www.aip-primeca-ds.net/,,,45.1907,5.7174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Graoulab,France,TCRM-BLIDA 7 Avenue de Blida 57000 Metz,,,,Fab Lab,fablab,,http://www.graoulab.org/,,,49.1263,6.18209,,,,,,,,,,,,,,,,https://twitter.com/FabLabMetz,https://www.facebook.com/GraouLab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,Green Fab Lab,Spain,"Cerdanyola, Valldaura 8031, ","Barcelona, Catalonia",,"The Green FabLab is a digital fabrication lab that uses natural resources and is a partner in the international network of FabLabs led by MIT in Boston, and part of the Plan Avanza in Spain. The Green FabLab, a digital fabrication lab that uses natural resources and is a partner in the international network of FabLabs led by MIT in Boston, and part of the Plan Avanza national network of laboratories in Spain.",Fab Lab,fab lab,info@fablabbcn.org,http://vimeo.com/valldauralabs,,"<http://www.youtube.com/valldauralabs>, <https://twitter.com/valldauralabs>, <https://www.facebook.com/valldauralabs>, <http://www.flickr.com/photos/valldauralabs>, <http://www.valldaura.net/>",41.4468819,2.130427,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","The Green FabLab is a digital fabrication lab that uses natural resources and is a partner in the international network of FabLabs led by MIT in Boston, and part of the Plan Avanza in Spain.",https://www.fablabs.io/greenfablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,GSILab,France,"Espace Lorraine Fab Living Lab des Ateliers du Bras Vert, 49 Boulevard d'Austrasie,  Nancy,  54000",,,,Fab Lab,fablab,,http://gsilab.appointy.com/,,,48.6929,6.1993,,,,,,,,,,,,,,,,,https://www.facebook.com/GSILab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,Hackspace Catania,Italy,"Via Grotte Bianche, 112,  95129, ","Catania, ",,"HackspaceCatania is an association where people with common interest in technology, science, digital art, electonics can meet and cooperate to develop shared projects or just to play and stay together Hackspace Catania is based on the 'hack' concept, on a deep analisys to re-design a system to let it work in a way not foreseen by its first creator.

The Hackspace can be considered as a community's place that embeed both workshop and art studio's elements, where meets, share tools and knowledges and improve technical and artistical skills.





Hackspace  Catania is in slow and constant expansion.

Right now it's divided in three main areas:



- Meetig Zone: for meetings, seminars, courses, cineforums, recreational events, debates, exhibitions and many others activities.



- Workshop Zone: equipped to woodworking, metalworking, sew, solder, treat plastics and chemichal.



- Creativity Zone: to work on personal or shared projects, equipped with 2 3d printers, CNC mill, audioboot, still life screen, cromakey, and a relax zone dedicated to retrogaming with Commodore 64, Amiga 1200 and Mame.



Hackspace Catania offers a variety of courses like compositing video, sound design, 2d animation, 3d printing, Arduino and base of electronics, videomapping, 3D modeling, and many others are in the planning.





Among the activities we have also:

- NightHack, a monthly meeting to confrontation about technological topics starting from hw or sw projects.

- Press Start, a monthly meeting dedicated to retrogaming, lan party, role and board game.

- Filmhackers to talk about tech starting from movies.

- Hack jam,  every three months, 48 hours of immersive DIY activities in side structures to partecipate to mini courses and collaborative workshops, sharing resources, spaces and time hacking things.",Fab Lab,Fab Lab,info@hackspacecatania.it,http://www.hackspacecatania.it,,https://www.facebook.com/pages/Hackspace-Catania/1457341927813814,37.5132991,15.0880438,"three_d_printing, cnc_milling, circuit_production, precision_milling,  3D Printer, 3D Scanner, Welder, Soldering Iron, Sewing Machine, Arcade, Drill Press, Portable Bandsaw, ","HackspaceCatania is an association where people with common interest in technology, science, digital art, electonics can meet and cooperate to develop shared projects or just to play and stay together",https://www.fablabs.io/hackspacecatania,https://wiki.hackerspaces.org/Hackspace_Catania,Mini Fab Lab,,,,,41739,yes,,41589,100,,,,40__«,,no,Catania,Sicily,,72m2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,fab_lab",,,Happylab Salzburg,,"Jakob-Haringer-Straae 8, Techno-Z Salzburg, Techno 5 5020, ",,, ,Fab Lab,fab lab,info@happylab.at,https://www.fablabs.io/happylabsalzburg,,,47.8229307,13.0423647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/csm_foto_4_fablab_4b1fb5ff9b.jpg?itok=QIsFdm5K,,,,,,,,,Jakob-Haringer-Stra–e 8,"Techno-Z Salzburg, Techno 5",Salzburg,,5020,"Jakob-Haringer-Stra–e 8, Techno-Z Salzburg, Techno 5, Salzburg,  5020","Digital production for all!´The Happylab is Austria's first ""Fab Lab"" - a place where ideas and projects with the aid of laser cutters, 3D printers, CNC milling and vinyl plotter can be implemented immediately.

Ideas need space to be developed and implemented can.´The Happylab provides not only the space, but also the necessary equipment to develop their own ideas.´As so-called ""Fab Lab"" allows free access to digital production equipment such as 3D printers and laser cutters, with which various products themselves can be prepared.´From architecture students to corporate founder, by the electrical engineer to jewelry designer - daily use people from different areas of activity in the machinery Happylab for their own ideas and projects.",,47.8229307,13.0423647,,,,,,,,
fab_lab,,Europe,Happylab Vienna,Austria,"Haussteinstraae 4, 1020, Underground U1 - Station Vorgartenstraae (5 minutes walk)



Bus 11A, 11B - Station Pensionsversicherungsanstalt","Vienna, ",,"Happylab Vienna is Austria's first Fab Lab - a place where ideas and projects can be brought to life immediately with the help of 3D printer, Laser Cutter, CNC milling machine and Vinyl Cutter. ",Fab Lab,fab lab,info@happylab.at,https://www.facebook.com/happylab.at,+43 1 3084666 - 0,"<http://www.happylab.at/>, <>, <>, <>, <>",48.2280823,16.4001661,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","Happylab Vienna is Austria's first Fab Lab - a place where ideas and projects can be brought to life immediately with the help of 3D printer, Laser Cutter, CNC milling machine and Vinyl Cutter.",https://www.fablabs.io/happylab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,Haystack FabLab,United States,"89 Haystack School Drive, P.O. Box 518 4627, During the winter the Haystack FabLab is located at 22 Church Street in Deer Isle","Deer Isle, Maine", Maine,"Full spectrum lab operated by Haystack Mountain School of Crafts The Haystack FabLab is part of Haystack Mountain School of Crafts in Deer Isle, Maine in the USA.  During the summer months it is located at the school campus on Sunshine Island, and is available for the use of students at the school.  During the winter the lab is located at the school's winter office in the village of Deer Isle where it is used for local elementary and high school programs, and as a Fab Academy site.",Fab Lab,Fab Lab,haystack@haystack-mtn.org,,207 348 2306,,44.188,-68.5832,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",Full spectrum lab operated by Haystack Mountain School of Crafts,https://www.fablabs.io/haystackfablab,,,,,,,,,,,,,,,,,,,,,,"44.1879908806898, -68.5831522659545",,"89 Haystack School Dr, Deer Isle, ME 04627, United States","44.188908, -68.5845149",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,256692c74246d5bb2a19d880c9f2cb5ba8e31c8d,ChIJaZzm57adrkwR5Eaush2NFgI,Haystack Mountain School of Crafts,,,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,HET LAB Rotterdam,Netherlands,"Rotterdam, We are in the process of moving our location.","Rotterdam, ",,"HET LAB Rotterdam specializes in making for 8-15 year olds, though our lab is open for (young) adults too We teach them how to program, 3D-design, 3D-printing, lasercutting. In general: how to make. ",Fab Lab,fab lab,info@hetlabrotterdam.nl,http://facebook.com/hetlab.nl ,622979281,"<http://www.hetlabrotterdam.nl and >, <>, <>, <>, <>",51.9244201,4.4777325,"three_d_printing, circuit_production, laser, ","HET LAB Rotterdam specializes in making for 8-15 year olds, though our lab is open for (young) adults too We teach them how to program, 3D-design, 3D-printing, lasercutting. In general: how to make.",https://www.fablabs.io/hetlabrotterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Hochelab,Canada,"1828 avenue de la Salle, Montreal",,,,Fab Lab,fablab,,http://www.hochelab.ca/,,,45.5514,-73.539,,,,,,,,,,,,,,,,https://twitter.com/iMuFab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fab_lab, makery, open",Entrepreneur,SEA,HONFablab,Indonesia," Jalan Taman Siswa no.59 Wirogunan,Yogyakarta, Yogyakarta City, Special District of Yogyakarta, 55151, Indonesia","Yogyakarta City, Special District of Yogyakarta",, ,Fab Lab,Fab Lab,openlab@honfablab.org,http://www.natural-fiber.com/,+62 274 9229120,"<http://www.facebook.com/fablab.yogyakarta>, <https://www.twitter.com/honfablab>, <http://www.honfablab.org>,  ",-7.8055856,110.3780381,"cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting, ",,https://www.fablabs.io/honfablab,,,,,,,,,,2011,,,https://twitter.com/honfablab,http://facebook.com/fablab.yogyakarta,,,,,,,,"110.3780381, -7.8055856",,,,,,,,,,,Tommy,suryo Rahadyanto,Manager,http://movement.open.co/sites/default/files/styles/medium/public/honfablab.jpeg?itok=rOcxrXT4,"Making, Learning","Community, Tech",Physical,Local,,,,,,,,,,,,,,,,,,,,,,
