Source,"Changed, corrected",Region,Name,Country,address,City and Region,State,description,Category,Full Category,E-mail,Website,Phone,Facebook,Degrees,Long,Lat,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,g_Hours,g_Rating,g_Types,State 
Hackerspaces.org,,Europe,Hitchin Hackspace,United Kingdom,"Hitchin, United Kingdom","Hitchin, Hertfordshire",,,Makerspace/Hackerspace,Makerspace/Hackerspace,hitchinhackspace@gmail.com,http://hitchin.hackspace.org.uk,,https://www.facebook.com/pages/Hitchin-Hackspace/278788102140621,,,,,,,https://wiki.hackerspaces.org/Hitchin_Hackspace,building,,http://www.youtube.com/channel/UC5J7iVjka43qGfD9s72VWqA?feature=mhee,,,41168,,,40981,15 at the last meeting. We're expecting many more at future meetings,,https://twitter.com/HackHitchin,,,,,Hitchin,Hertfordshire,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Hive5,Netherlands,"Groningen, Netherlands","Groningen, Groningen",,(*) BYOD = 'Bring Your Own Device',Makerspace/Hackerspace,Makerspace/Hackerspace,,,,,,,,,,,https://wiki.hackerspaces.org/Hive5,building,,,,http://itm.im/bslist,41422,,irc://irc.zeronode.net/#Hive5,41324,,,,,,,,Groningen,Groningen,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,HSK,Belgium,"Kortrijk, Belgium","Kortrijk, West-Flanders",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.hskortrijk.org,,,,,,,,,https://wiki.hackerspaces.org/HSK,planned,,,,,41590,yes,,,,,,,,,yes,Kortrijk,West-Flanders,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,IExploit,United Kingdom,"Southampton, United Kingdom","Southampton, Portsmouth",,"Be sure to hop on our IRC channel and try out some of our hacking challenges! (Sorry our hacking challenges are currently offline after moving to Vanilla forums, we are currently working on intergrating with the new system)",Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.iexploit.org,,,,,,,,,https://wiki.hackerspaces.org/IExploit,active,,,,,41156,,irc://irc.evilzone.org/#iexploit,40238,990,,http://www.twitter.com/iexploitxinapse,,,,,Southampton,Portsmouth,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Ijhack,Netherlands,"Amsterdam, Netherlands","Amsterdam, ",,Ijhack is a collective of hackers forming a new space on ijburg. Founding is well underway and rooms look good. Come over and help us∂ˇ:),Makerspace/Hackerspace,Makerspace/Hackerspace,,https://ijhack.nl,,,,,,,,,https://wiki.hackerspaces.org/Ijhack,planned,,,,,41875,,irc://irc.freenode.net/#ijhack,41877,10 and growing,,https://twitter.com/ijhack,,,,,Amsterdam,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Instant9,Germany,"Nuremberg, Germany","Nuremberg, Bavaria",,"5 minutes from the central rail station!Need help building it.",Makerspace/Hackerspace,Makerspace/Hackerspace,amthenia@gmail.com,,,,,,,,,,https://wiki.hackerspaces.org/Instant9,building,,,,,41451,,,41451,80,,,,19 monthly or free,,,Nuremberg,Bavaria,,500m∂˝,,,,,,,,,,,,
Hackerspaces.org,,Canada,Interaccess electronic media arts centre,Canada,"Toronto, Canada","Toronto, Ontario",,Some recent events (August 2012):,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.interaccess.org/,,,,,,,,,https://wiki.hackerspaces.org/Interaccess_electronic_media_arts_centre,active,,,,,41137,,,30498,,,,,$100/month or less,,,Toronto,Ontario,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Kaotik,Portugal,Portugal,", ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://blog.kaotik.org/,,,,,,,,,https://wiki.hackerspaces.org/Kaotik,,,,,,39651,,,,10,,,,,,,,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,L3V,Germany,"Leverkusen, Germany","Leverkusen, Northrhine-Westphalia",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://l3v.org,,,,,,,,,https://wiki.hackerspaces.org/L3V,planned,,,,,41570,maybe,,,,,,,,,maybe,Leverkusen,Northrhine-Westphalia,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,LabOVE,France,"Poitiers, France","Poitiers, Vienne",,"We can provide service hosting (wiki, website...), boards (arduino, dreamplug) and basical tools.",Makerspace/Hackerspace,Makerspace/Hackerspace,hiden@red-net.info,http://www.modulcopter.org,,,,,,,,,https://wiki.hackerspaces.org/LabOVE,planned,,,,,41441,,,,2,http://wiki.modulcopter.org,,,,,,Poitiers,Vienne,,,,,,,,,,,,,,
Hackerspaces.org,,Canada,Le Hackersoace de la Chambre Blanche,Canada,"185, rue Christophe-Colomb Est, Qu\xc3\xa9bec, 418-G1K 3S6, Quebec, Canada","Quebec, Quebec",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,,,https://www.facebook.com/lehackerspace,,,,"3D Printer, Arcade, Soldering Iron, ",,,https://wiki.hackerspaces.org/Le_Hackersoace_de_la_Chambre_Blanche,active,,,,,41707,maybe,,41339,10,,,,Free as a visit,,no,Quebec,Quebec,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Le Loop,France,"Paris, France","Paris, Ile de France",,,Makerspace/Hackerspace,Makerspace/Hackerspace,contact@leloop.org,https://leloop.org/,,,,,,RIPE Atlas,,,https://wiki.hackerspaces.org/Le_Loop,reformatting,,,,https://lists.leloop.org/,42249,yes,irc://irc.freenode.net/leloop,40547,,https://wiki.leloop.org/,https://twitter.com/Le_Loop,,Free.,,yes,Paris,Ile de France,wednesday 19h-24h,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Leinelab,Germany,"Hannover, Germany","Hannover, Niedersachsen",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.leinelab.org,,,,,,,,,https://wiki.hackerspaces.org/Leinelab,planned,,,,,41221,,,41219,15,http://www.leinelab.org,https://twitter.com/leinelab,,,,,Hannover,Niedersachsen,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,LUGoNS,Serbia,"21000, Novi Sad, Serbia","Novi Sad, Vojvodina",,,Makerspace/Hackerspace,Makerspace/Hackerspace,office@lugons.org,https://lugons.org,,,,,,,,,https://wiki.hackerspaces.org/LUGoNS,active,,,,https://free-lists.net,41687,,irc://irc.freenode.net/lugons,37022,,https://events.lugons.org/,http://twitter.com/#!/lugons_org,,,<user>@lugons.org (registration only open to members),,Novi Sad,Vojvodina,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,MadHacklab,Spain,Spain,", ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://sindominio.net/wh2001,,,,,,,,,https://wiki.hackerspaces.org/MadHacklab,,,,,,39644,,,,,,,,,,,,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Magrathea Laboratories (mag.lab),Germany,"Fulda, Germany","Fulda, ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://mag.lab.sh,,,,,,RIPE Atlas,,,https://wiki.hackerspaces.org/Magrathea_Laboratories_(mag.lab),building,,,,,41672,,irc://irc.hackint.org/#mag.lab,,,,,,,,,Fulda,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Makerz,Romania,"Brasov, Romania","Brasov, Brasov",,"Our space is under development. We want to offer Brasov, a town with an industrial history, a prospect of reinventing itself in the future as a place of creativity and innovation.",Makerspace/Hackerspace,Makerspace/Hackerspace,,,,,,,,,,,https://wiki.hackerspaces.org/Makerz,planned,,,,,41505,yes,,41487,3,,,https://plus.google.com/communities/104548237590674154686,We are in course of establishing these details.,,maybe,Brasov,Brasov,,tbd,,,,,,,,,,,,
Hackerspaces.org,,Europe,Marie's Tea Room Hackerspace,United Kingdom,"23 High Street, Gravesend,, Kent-, London, United Kingdom","London, Kent",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://mariestearoom.co.uk/events/makerspace,,,,,,,,,https://wiki.hackerspaces.org/Marie%27s_Tea_Room_Hackerspace,active,,,,,41779,yes,,41771,2,,,,∂ú3 a week which includes unlimited tea.,,"""Not at the moment"" is not in the list of possible values (yes, no, maybe) for this property.",London,Kent,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Mars MakerLab,France,"Marseille, France","Marseille, Provence-Alpes-C«Ôte d'Azur",,,Makerspace/Hackerspace,Makerspace/Hackerspace,contact@marsmakerlab.org,http://www.marsmakerlab.org,,,,,,,,,https://wiki.hackerspaces.org/Mars_MakerLab,building,,,,https://lists.marsmakerlab.org,41215,,irc://chat.eu.freenode.net/marsmakerlab,41155,>20,http://www.marsmakerlab.org,,,,,,Marseille,Provence-Alpes-C«Ôte d'Azur,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Massy Makerspace,France,"Massy, France","Massy, Ile de France",,"I am actually running a project of setting up an hacker/maker space in Massy, near the scientific cluster of Saclay, The University of Orsay and several industrial companies.The goal of this project is to make tools and knowledge accessible for every one to better understand technological environment and help creating new objects.If you are interested, please email me so we can discuss this.",Makerspace/Hackerspace,Makerspace/Hackerspace,hephaistos.themaker@gmail.com,,,,,,,,,,https://wiki.hackerspaces.org/Massy_Makerspace,planned,,,,,41453,,,,,,,,,,,Massy,Ile de France,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Mkmis,United Kingdom,"30 Burners Lane, Kiln Farm, Milton Keynes, MK11 3HB, Milton Keynes, United Kingdom","Milton Keynes, Buckinghamshire",,,Makerspace/Hackerspace,Makerspace/Hackerspace,info@meninshedsmk.org.uk,http://meninshedsmk.org.uk,http://meninshedsmk.org.uk,https://www.facebook.com/groups/287650201303341/,,,,"Portable Bandsaw, Soldering Iron, Lathe, Drill Press, Kitchen",,,https://wiki.hackerspaces.org/Mkmis,active,,,,,41907,"""enquire"" is not in the list of possible values (yes, no, maybe) for this property.",,41061,80,,,,3.00GBP per week,,"""Not yet"" is not in the list of possible values (yes, no, maybe) for this property.",Milton Keynes,Buckinghamshire,,"5,000ft2+",,,,,,,,,,,,
Hackerspaces.org,,Europe,Mononoke,The Netherlands,"All over the country, The Netherlands","All over the country, ",,"Mononoke is a just a bunch of admins, coders, hammers, slackers, spouses and children having a blast on IRC and IRL. We meet regularly and hack on random stuff. Also we like to help organising hacker camps like OHM2013, HAR2009, eth0, etc.",Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.mononoke.nl/,,,,,,,,,https://wiki.hackerspaces.org/Mononoke,active,,,,,41492,no,,,15,http://wiki.mononoke.nl/,,,Mononoke is a virtual (invite only) hacker space.,,no,All over the country,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Moulins LAB,France,"Moulins, France","Moulins, ",,pierre {aT} pi3rrot {point} NeT,Makerspace/Hackerspace,Makerspace/Hackerspace,pierre@pi3rrot.net,,,,,,,,,,https://wiki.hackerspaces.org/Moulins_LAB,building,,,,,41529,yes,,,,,,,,,maybe,Moulins,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,MurciaLanParty,Spain,"Murcia, Spain","Murcia, Murcia",,"For archieving this, we promote and organize the following events:",Makerspace/Hackerspace,Makerspace/Hackerspace,mailto:info@murcialanparty.com,https://www.murcialanparty.com/,,,,,,,,,https://wiki.hackerspaces.org/MurciaLanParty,active,,http://youtube.com/murcialanparty,,,41985,,,36988,50,,http://twitter.com/murcialanparty,,,,,Murcia,Murcia,,,,,,,,,,,,,,
Hackerspaces.org,,China,NanjingMakerSpace,China,"Nanjing, China","Nanjing, Jiangsu",,,Makerspace/Hackerspace,Makerspace/Hackerspace,njchuangke@163.com,http://do-idea.org,,,,,,,,,https://wiki.hackerspaces.org/NanjingMakerSpace,active,,,,,41409,,,41030,20,,,,0,,,Nanjing,Jiangsu,,100m2,,,,,,,,,,,,
Hackerspaces.org,,Europe,Nerd Nights,United Kingdom,"The Gallery, 9-11 Mansell Street, St Peter Port, St Peter Port, United Kingdom","St Peter Port, Guernsey",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.nerdnights.wordpress.com,,http://www.facebook.com/nerdnights,,,,,,,https://wiki.hackerspaces.org/Nerd_Nights,active,,,,,41004,,,40973,,,http://www.twitter.com/nerdnights,,Free.  Open meetings on the first Monday of every Month.,,,St Peter Port,Guernsey,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Nerdberg Hackspace Nuremberg / F«¨rth,Germany,"Schwabacherstra\xc3\x9fe 66, 90763, Nuremberg / F\xc3\xbcrth, Germany","Nuremberg / F«¨rth, Bavaria",,"We are a recently founded Hackspace in Nuremberg / F«¨rth and invite everyone interested in hacking, computer-related activities and fascinated by the creation of a hackspace community to visit us at our space. We are situated in the Coworking Space in F«¨rth. From 26.06.2013 we have a social evening every Friday starting at 18:00 h.",Makerspace/Hackerspace,Makerspace/Hackerspace,,,,,,,,,,,https://wiki.hackerspaces.org/Nerdberg_Hackspace_Nuremberg_/_F%C3%BCrth,building,,,,,41470,,,41467,5,,,,We are a very new hackspace and don't have a membership fee yet.,,,Nuremberg / F«¨rth,Bavaria,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Nextlab,Hungary,Hungary,", ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://nextlab.hu/,,,,,,,,,https://wiki.hackerspaces.org/Nextlab,,,,,,39644,,,,,,,,,,,,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Niè≠ki Hackerspace,Serbia,"Ni\xc5\xa1, Serbia","Niè≠, ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,,,,,,,,,,https://wiki.hackerspaces.org/Ni%C5%A1ki_Hackerspace,planned,,,,,42261,,,,,,,,,,,Niè≠,,,,,,,,,,,,,,,
Hackerspaces.org,,Australia/NZ,Northern Suburbs Maker Space,Australia,"Melbourne, Australia","Melbourne, Victoria",,,Makerspace/Hackerspace,Makerspace/Hackerspace,info@northernmakers.org,http://northernmakers.org/,,,,,,,,,https://wiki.hackerspaces.org/Northern_Suburbs_Maker_Space,planned,,,,http://northernmakers.org/join-us,41206,,,,,,http://twitter.com/northern_makers,,,,,Melbourne,Victoria,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Norwich,United Kingdom,"Norwich, United Kingdom","Norwich, Norfolk",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://makerspacenorwich.com/,,,,,,,,,https://wiki.hackerspaces.org/Norwich,planned,,,,,41108,,,41108,0,,,,,,,Norwich,Norfolk,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,OpenLandLAB,Austria,"Kirchfidisch, Austria","Kirchfidisch, Burgenland",,"OpenLandLAB is a regional experimental space  for creatives, social and technologic innovators, artists, makers, DIY-activists andÉ__catalysts of the futureÉ__ in an international network of the open source culture.",Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.openlandlab.org,,,,,,,,,https://wiki.hackerspaces.org/OpenLandLAB,active,,,,,41968,yes,,41944,5,,,,0,,yes,Kirchfidisch,Burgenland,,3700 m2,,,,,,,,,,,,
Hackerspaces.org,,Europe,Perpignan Hacklab,France,"Perpignan, France","Perpignan, ",,"The name of the Hacklab is not fixed yet, here are some ideas:",Makerspace/Hackerspace,Makerspace/Hackerspace,,,,,,,,,,,https://wiki.hackerspaces.org/Perpignan_Hacklab,planned,,,,hacklab.perpignan@librelist.com,41921,,irc://irc.freenode.net/hacklab.perpignan,,,,,,,,,Perpignan,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Potteries,United Kingdom,"Higherland Garage (Formerly Randles) 35 Higherland Newcastle Staffs, ST5 2TF, Stoke-On-Trent, United Kingdom","Stoke-On-Trent, Staffordshire",,Potteries Hackspace now meeting at Higherland Garage (Formerly Randles) 35 Higherland Newcastle Staffs every Tuesday from 7pm onwards.,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://potterieshackspace.org/,,http://www.facebook.com/groups/472345606113810/,,,,,,,https://wiki.hackerspaces.org/Potteries,active,,,,http://groups.google.com/group/potteries-hackspace,41332,,,40303,40+,,https://twitter.com/potterieshacks,,"Although there is no obligation to pay for your time in the hackspace, we do very strongly encourage you to donate what you can to help support the group going forward. We're currently asking for three pounds (∂ú3) from each person per meeting.",,,Stoke-On-Trent,Staffordshire,,,,,,,,,,,,,,
Hackerspaces.org,,Canada,ProtoShed Community Workshop,Canada,"[""St. John's"", 'Canada","St. John's, Newfoundland and Labrador",,"Meetings are held weekly at the Victoria Park Pool House in Victoria Park. The building is located just off Angel Place, which is located by Water St. @ Murpheys Square. We hold weekly meetings on Tuesday, from 5:30-9:00PM. All are welcome to attend!",Makerspace/Hackerspace,Makerspace/Hackerspace,,http://protoshed.ca,,http://facebook.com/ProtoShed,,,,,,,https://wiki.hackerspaces.org/ProtoShed_Community_Workshop,active,,,,,41254,,,40988,>10,,http://twitter.com/ProtoShed,,,,,St. John's,Newfoundland and Labrador,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,PUSCII,Netherlands,"Utrecht, Netherlands","Utrecht, ",,"We initially started webhosting small pages and email boxes for political groups on our puscii.nl domain using a very crusty old Pentium1 with faulty cache memory. Over time this has spawned off, the old Pentium1 machine (may it rest in pieces) burned down and made room for a modern server in an actual datacenter and everything. The aim is still providing free mail and webhosting services to our irl and political friends. In an age of increasing surveillance it aims to provide a safe shelter with fully encrypted harddisks, no access logs and an increasing amount of tunneling and anonymisation hacks.",Makerspace/Hackerspace,Makerspace/Hackerspace,puscii@squat.net,http://puscii.squat.net/,,,,,,,,,https://wiki.hackerspaces.org/PUSCII,"evicted, but still active",,,,,40500,,,,,,,,,,,Utrecht,,,,,,,,,,,,,,,
Hackerspaces.org,,Canada,Qu«∏bec 3d printing Community,Canada,Canada,", Qu«∏bec",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,,,,,,,,,,https://wiki.hackerspaces.org/Qu%C3%A9bec_3d_printing_Community,planned,,,,,41320,,,41320,,,,,FREE,,,,Qu«∏bec,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Reload,Italy,"., Italy","., ""."" cannot be used as a page name in this wiki., ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,reload@autistici.org,http://reload.realityhacking.org/,,,,,,,,,https://wiki.hackerspaces.org/Reload,active,,,,,39797,,,,,,,,,,,"., ""."" cannot be used as a page name in this wiki.",,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Rhyl Hackerspace,"Wales, UK","Rhyl, Wales, UK","Rhyl, Denbighshire",,,Makerspace/Hackerspace,Makerspace/Hackerspace,15032b53@opayq.com,http://RhylHackerSpace.org.uk,+(44)777-5777-047,,,,,,,,https://wiki.hackerspaces.org/Rhyl_Hackerspace,planned,,,,15032b53@opayq.com,41772,"""Yes"" is not in the list of possible values (yes, no, maybe) for this property.",,41772,,,,,Zero. Just cash (GBP) for tea and coffee as and when.,,"""No"" is not in the list of possible values (yes, no, maybe) for this property.",Rhyl,Denbighshire,,100ft2,,,,,,,,,,,,
Hackerspaces.org,,Europe,Richmond Makerlabs,United Kingdom,"Ham, United Kingdom","Ham, Surrey",,"[0] http://www.hamunitedgroup.org.uk/computer-diy/This Hackerspace has a 	Lasercutter",Makerspace/Hackerspace,Makerspace/Hackerspace,,http://wiki.richmondmakerlabs.uk/index.php?title=Main_Page,,,,,,,,,https://wiki.hackerspaces.org/Richmond_Makerlabs,active,,,,http://littlehouse.richmondmakerlabs.uk/cgi-bin/mailman/listinfo/maker,42219,"""NO"" is not in the list of possible values (yes, no, maybe) for this property.",,,30,http://wiki.richmondmakerlabs.uk/index.php?title=Main_Page,,,∂ú1 donation,,"""NO"" is not in the list of possible values (yes, no, maybe) for this property.",Ham,Surrey,,24,,,,,,,,,,,,
Hackerspaces.org,,Canada,Rothesay,Canada,"Rothesay, Canada","Rothesay, New Brunswick",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,,,,,,,,,,https://wiki.hackerspaces.org/Rothesay,planned,,,,,42243,"""No"" is not in the list of possible values (yes, no, maybe) for this property.",,42161,1,,,,0$ it will always be free.,,"""No"" is not in the list of possible values (yes, no, maybe) for this property.",Rothesay,New Brunswick,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Salisbury Hackerspace,England,"Salisbury, England","Salisbury, Wiltshire",,,Makerspace/Hackerspace,Makerspace/Hackerspace,salisburyhackerspace@gmail.com,,,,,,,,,,https://wiki.hackerspaces.org/Salisbury_Hackerspace,building,,,,,41378,,,41365,5,,,,FREE,,,Salisbury,Wiltshire,,200 Sq Ft,,,,,,,,,,,,
Hackerspaces.org,,Europe,SH-404,Italy,Italy,", ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://isole.ecn.org/sh404/,,,,,,,,,https://wiki.hackerspaces.org/SH-404,,,,,,39644,,,,,,,,,,,,,,,,,,,,,,,,,,
Hackerspaces.org,,Canada,SimCoLab,Canada,"12 Dunlop St E, L4M 1A3, Barrie, Canada","Barrie, Ontario",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://simcolab.org/,705-812-0689,https://www.facebook.com/simcolabbarrie,,,,"3D Printer, ",,,https://wiki.hackerspaces.org/SimCoLab,building,,,,,42243,maybe,,41532,7,,https://twitter.com/simcolab_barrie,https://plus.google.com/u/1/communities/108689187861399088706,Working on rates now,,maybe,Barrie,Ontario,,1500,,,,,,,,,,,,
Hackerspaces.org,,Europe,SmartLab aka dumbLab,France,"Limoges, France","Limoges, ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,smartlab.limoges@gmail.com,http://www.smartlab.so,,,,,,,,,https://wiki.hackerspaces.org/SmartLab_aka_dumbLab,active,,,,,42159,,irc://91.220.163.31:+65000/space,40983,,,,,,,,Limoges,,,70,,,,,,,,,,,,
Hackerspaces.org,,Europe,SmokedLogic,Serbia,"Belgrade, Serbia","Belgrade, ",,"Chill out deck, grill, beer cooler and a fire pit. View of the Mt. Avala and the stars. Helipad is already in...lab gear is on the way. Blabering of drone swarm algorithms will be alowed only within reason. Lo/no web presence...word of mouth...Some Tor/bitcoin for fun - without profit.  Invitation only to begin with...research science crew and friends.",Makerspace/Hackerspace,Makerspace/Hackerspace,,,,,,,,,,,https://wiki.hackerspaces.org/SmokedLogic,active,,,,,41244,,,41265,9,,,,one serbian arm and two u.s. legs,,,Belgrade,,,It's a ranch...with a 1000 sqft workshop,,,,,,,,,,,,
Hackerspaces.org,,Australia/NZ,South West Makers,Australia,"Bunbury, Australia","Bunbury, Western Australia",,South West Makers is a fledgling hackerpsace without a home at the moment. We meet ina local community hall but would love to have out own unit in the near future. Current on a membership drive to round up some more makers.,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.swmakers.org,,https://www.facebook.com/SouthWestMakers,,,,,,,https://wiki.hackerspaces.org/South_West_Makers,planned,,,,,41808,,,41275,5,,,,Nil (for now),,,Bunbury,Western Australia,,20m2,,,,,,,,,,,,
Hackerspaces.org,,Europe,Sub-Etha,Germany,"Dortmund, Germany","Dortmund, North Rhine-Westphalia",,Previous locations:,Makerspace/Hackerspace,Makerspace/Hackerspace,sub-etha@riseup.net,https://subetha.perseus.uberspace.de/,,,,,,,,,https://wiki.hackerspaces.org/Sub-Etha,planned,,,,,41159,,,41104,10,https://subetha.perseus.uberspace.de/,https://twitter.com/subethanetworks,,0,,,Dortmund,North Rhine-Westphalia,,25,,,,,,,,,,,,
Hackerspaces.org,,Europe,Tbilisi Open Labs,Georgia,"None, Tbilisi, Georgia","Tbilisi, Tbilisi",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://tbilisiopenlabs.org,,,,,,,,,https://wiki.hackerspaces.org/Tbilisi_Open_Labs,planned,,,,,40988,,,"The date ""Spring 2012"" was not understood., The date ""Spring 2012"" was not understood.",32,,,,,,,Tbilisi,Tbilisi,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,The Binary Project,Germany,"Luedenscheid, Germany","Luedenscheid, Nordrhein-Westfalen",,Chan: #redpill,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://tbp-labs.org/,,,,,,,,,https://wiki.hackerspaces.org/The_Binary_Project,planned,,,,,40487,,,40291,3,,,,,,,Luedenscheid,Nordrhein-Westfalen,,,,,,,,,,,,,,
Hackerspaces.org,,Canada,The Hax0r Dojo,Canada,"Toronto, Canada","Toronto, Ontario",,The Hax0r Dojo is completely run by members.,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://www.hax0rdojo.com,,,,,,,,,https://wiki.hackerspaces.org/The_Hax0r_Dojo,building,,,,http://hax0rdojo.com/hax0r-dojo-mailing-list,41190,,http://hax0rdojo.com/hax0r-dojo-irc,41183,24,,https://twitter.com/hax0rdojo,,,,,Toronto,Ontario,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Thehackerspace,Greece,"Thessaloniki, Greece","Thessaloniki, ",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,http://the-hackerspace.blogspot.com,,,,,,,,,https://wiki.hackerspaces.org/Thehackerspace,unknown,,,,,41317,,,,,,,,,,,Thessaloniki,,,,,,,,,,,,,,,
Hackerspaces.org,,China,Tinymake,China,"Wangjiang campus Electromechanical Technology Building Room 332, sichuan university, 610000, Chengdu, China","Chengdu, SiChuan",,,Makerspace/Hackerspace,Makerspace/Hackerspace,yang@tinymake.com,http://www.tinymake.com,18980078466,,,,,"3D Printer, Shower, Brewery, Welder",,,https://wiki.hackerspaces.org/Tinymake,active,,,,,41456,,,41424,40,,,,"The address of tinymake is the Sichuan University in Chengdu Wangjiang campus Electromechanical Technology Building Room 332,there are 3Dprinter∆_ÅArduino and other tools.If u are in chengdu now,join us!NO COST",,,Chengdu,SiChuan,,40 m∂˝,,,,,,,,,,,,
Hackerspaces.org,,Australia/NZ,Toowoomba Hackerspace,Australia,"Toowoomba, Australia","Toowoomba, Queensland",,,Makerspace/Hackerspace,Makerspace/Hackerspace,,,,https://www.facebook.com/search/str/Hackerspace Toowoomba/keywords_top,,,,"3D Printer, Soldering Iron, Sewing Machine, ",,,https://wiki.hackerspaces.org/Toowoomba_Hackerspace,reformatting,,,,,42146,no,,41376,,,,,,,no,Toowoomba,Queensland,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Trebelab,spain,"vigo, spain","vigo, galiza",,,Makerspace/Hackerspace,Makerspace/Hackerspace,info@arkipelagos.net,trebelab.arkipelagos.net,,,,,,,,,https://wiki.hackerspaces.org/Trebelab,active,,,,,40708,,,39084,,,,,0,,,vigo,galiza,,,,,,,,,,,,,,
Hackerspaces.org,,Canada,UnLab,Canada,,"London, ",,[UnLab Chat],Makerspace/Hackerspace,Makerspace/Hackerspace,,http://unlab.ca,,,,,,,,,https://wiki.hackerspaces.org/UnLab,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,,,,
Hackerspaces.org,,Europe,Varenberg's evil playground,Belgium,"Mechelen, Belgium","Mechelen, Antwerp",,working on an arduino powered hydroponics growroom for cultivating roses,Makerspace/Hackerspace,Makerspace/Hackerspace,duikerke@gmail.com,,,http://www.facebook.com/Duikerke,,,,,,,https://wiki.hackerspaces.org/Varenberg%27s_evil_playground,planned,,,,,40470,,,40470,,,,,,,,Mechelen,Antwerp,,,,,,,,,,,,,,
Hackerspaces.org,,Canada,Victoria,canada,"victoria, canada","victoria, British Columbia",,"Victoria is also a city with a hackerspace in British Columbia, Canada.",Makerspace/Hackerspace,Makerspace/Hackerspace,makerspaceca@googlegroups.com,http://www.makerspace.ca,,,,,,,,,https://wiki.hackerspaces.org/Victoria,now in current list! ,,,,,41228,,,40227,12,,,,$50 per month,,,victoria,British Columbia,,,,,,,,,,,,,,
