Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
Instructables Hackerspace list,,Europe,Hickerspace,Germany,,,,,Makerspace,Makerspace/Hackerspace,hickerspace@hickerspace.org,https://hickerspace.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,Kire,Switzerland,,,,,Makerspace,Makerspace/Hackerspace,kire@email.ch,http://computerlabor.kire.ch/,,,,,,,,,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Australia/NZ,Make Hack Void,Australia,,,,,Makerspace,Makerspace/Hackerspace,"president@makehackvoid.comvicepresident@makehackvoid.com",http://www.makehackvoid.com/,,,,,,,,,http://www.makehackvoid.com/community/committee-contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Australia/NZ,MakerSpace (New Zealand),New Zealand,,,,,Makerspace,Makerspace/Hackerspace,,http://makerspace.org.nz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,Mirtillo,Italy,,,,,Makerspace,Makerspace/Hackerspace,,http://hackerspaces.org/wiki/Mirtillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Canada,Ottawa Robotics Club,Canada,,,,,Makerspace,Makerspace/Hackerspace,,www.ottawarobotics.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,Palo Altona,Germany,,,,,Makerspace,Makerspace/Hackerspace,press@posterous-inc.com,http://paloaltona.posterous.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,PRINT,France,,,,,Makerspace,Makerspace/Hackerspace,print@squat.net,http://print.squat.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,Proxxi,Sweden,,,,,Makerspace,Makerspace/Hackerspace,proxxi-hackers@z42.net,http://www.proxxi.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,Recyclism Hacklab,Ireland,,,,,Makerspace,Makerspace/Hackerspace,contact@hacklab.recyclism.com,http://hacklab.recyclism.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,Slug,Netherlands,,,,,Makerspace,Makerspace/Hackerspace,slug@lists.riseup.net,http://squat.net/slug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,TEK-Boblerne,Denmark,,,,,Makerspace,Makerspace/Hackerspace,,http://www.tekboblerne.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Canada,United Greenworks,Canada,,,,,Makerspace,Makerspace/Hackerspace,gpgreenworks@gmail.com,www.unitedgreenworks.com,,,,,,,,,can't find this one. gotta reach out via twitter to @GpGreenChris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,WupLUG,Germany,,,,,Makerspace,Makerspace/Hackerspace,info@wuplug.org,http://wuplug.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Europe,YCC-Beringen,Switzerland,,,,,Makerspace,Makerspace/Hackerspace,,http://ycc-beringen.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,Arab World,Karaj (bilal),Lebanon,Beirut,Beirut,,,Makerspace,Makerspace/Hackerspace,info@karajbeirut.org,http://www.karajbeirut.org/,,,33.888629,35.495479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,757Labs,United States,"233 W Bute St, Norfolk, VA 23510, United States",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",757labs@gmail.com,http://757labs.org/,,,36.8529,-76.2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233 W Bute St, Norfolk, VA 23510, United States","36.8528735, -76.2916511",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ab40a4c6acb90ab14155992c038d66540037eb42,ChIJZdtMixKYuokRjhlAf_ytl-E,757 Labs,,4.7,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,BUGSS (San Antonio),United States,"13839 Crested Rise, San Antonio, TX 78217, United States",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",http://www.bugssonline.org/contact-us.html,http://www.bugssonline.org/contact-us.html,,,29.5653,-98.4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13839 Crested Rise, San Antonio, TX 78217, United States","29.5653429, -98.4000578",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,a758e49a3836e39c63e1c20bbed43d2a5d9993de,ChIJJUOO7n6LXIYRLgaX7arXsys,Bugs USA,,,"[u'home_goods_store', u'store', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,C7,United States,"217 S 25th St C7, Fort Dodge, IA 50501, USA",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",,http://hackerspaces.org/wiki/CCCCCCC,,,42.5035,-94.1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,"217 S 25th St C7, Fort Dodge, IA 50501, USA","42.5035364, -94.1605945",https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png,fb1671f451308799e7965d6e60726b224b8876a5,ChIJswqxPnB28ocRegBZ9LWnEmQ,217 S 25th St C7,,,[u'subpremise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,E Street Hackers,United States,"E Hackers Branch Rd, Kentucky, USA",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",,http://groups.yahoo.com/groups/estreethackers,,,36.823,-85.7926,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E Hackers Branch Rd, Kentucky, USA","36.8229524, -85.7925717",https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png,1818ed0705897661f1d0baa723bfc57843d870d8,ChIJS7nUmEZGZogRKyvr2H6AF60,E Hackers Branch Rd,,,[u'route'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,EDTRICation,United States,"19 Baldwin Cir, Plymouth, MA 02360, United States",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",,http://hackerspaces.org/wiki/EDTRICation,,,41.9247,-70.7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19 Baldwin Cir, Plymouth, MA 02360, United States","41.9247344, -70.7072611",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,68994df6f2e9b8c294b4b1670ae3f5cdc8ee421a,ChIJFfoeKPK75IkRxkop20QaIWA,Extrication.Com,,,"[u'health', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Firefly Institute,United States,,,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",,http://www.fireflyinstitute.com/about-us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Greenville Makers,United States,"1050 Woodruff Rd, Greenville, SC 29607, United States",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",admin@greenvillemakers.com,http://hackerspaces.org/wiki/Greenville_Makers,,,34.8324,-82.3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1050 Woodruff Rd, Greenville, SC 29607, United States","34.8324324, -82.3103666",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,691bc9e07e770d408c5d15134911c4a838ca84b5,ChIJvc9okS4vWIgRENE1Zw4SH5Q,Nutra Manufacturing Inc,,,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,GrendelVan,United States,,,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",,http://mhs.hackerdemia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Gumbo Labs,United States,,,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",,http://www.gumbolabs.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,HacClearwater,United States,"Holly C, Tampa, FL 33620, USA",,Florida,,Makerspace,"Makerspace/Hackerspace, Fab Lab",community@wikia.com,http://hacclearwater.wikia.org/,,,28.0663,-82.4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holly C, Tampa, FL 33620, USA","28.0662803, -82.4094714",https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png,9c4c447d2d5e56d49be5882ed649c4f0e03da970,ChIJ_WtvHcDHwogRkfzJL590IXo,Holly C,,,[u'premise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Ignition Alley,United States,"Ignition Cir, South Bend, IN 46601, USA",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",info@ignitionalley.com,http://www.ignitionalley.com/,,,41.6603,-86.2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ignition Cir, South Bend, IN 46601, USA","41.6602754, -86.2578862",https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png,88be5c729136ec93d0568f43cd32f89d5a4df2f6,ChIJaflob9UyEYgROq1jSCPUIy8,Ignition Cir,,,[u'route'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,InterAccess Electronic Media Art Center,United States,,,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",info@interaccess.org,http://www.interaccess.org/about/contact.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9 Ossington Ave, Toronto, ON M6J 2Y8, Canada","43.64454, -79.418957",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,aa3fa4af7ef828d8fde957c603bf0e7491ad9146,ChIJ06bM6f00K4gRMYVCCvEIAZk,InterAccess,,,"[u'art_gallery', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,JaxHax,United States,"Jacksonville, FL Inside Landing, 2 Independent Dr, Jacksonville, FL 32202, United States",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",http://www.jaxhax.org/?page_id=40,http://www.jaxhax.org/?page_id=40,,,30.3249,-81.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville, FL Inside Landing, 2 Independent Dr, Jacksonville, FL 32202, United States","30.3248848, -81.6599583",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,e196b624c66bd1d2834f17fd21842d15e22c326e,ChIJ7Zui-9-25YgRVo4B_kCiSio,JaxHax Makerspace,,5,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Lasing Makers Network,United States,"502 E Grand River Ave, Lansing, MI 48906, United States",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab","president@lansingmakersnetwork.orgtreasurer@lansingmakersnetwork.org",http://www.lansingmakersnetwork.org/contact/,,,42.7472,-84.5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,"502 E Grand River Ave, Lansing, MI 48906, United States","42.7472173, -84.5460728",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,a1d82d7f488644aa36f6c663f12a4387ecb5b6d8,ChIJ65y2XmzqIogRl1X5yV_PlTY,Lansing Makers Network,,,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Monoceros Media,United States,,,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",,http://hackerspaces.org/wiki/Monoceros_Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Saturday House,United States,"9090 Destiny USA Dr, Syracuse, NY 13204, United States",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",saturdayhouse@googlegroups.com,http://saturdayhouse.org/,,,43.0693,-76.1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9090 Destiny USA Dr, Syracuse, NY 13204, United States","43.069265, -76.1726785",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,30161ee28be2ae2ecd193722ed7ba8dccc6d4147,ChIJh0N3SSny2YkRXVPwLPlzG8c,Destiny USA,,4.3,"[u'shopping_mall', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Sprout,United States,"336 W Penn St, Muncy, PA 17756, United States",,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",three.two.one-contact@thesprouts.org ,http://thesprouts.org/,,,41.2004,-76.7962,,,,,,,,,,,,,,,,,,,,,,,,,,,,"336 W Penn St, Muncy, PA 17756, United States","41.2004392, -76.7961774",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,e120e4a10420ad783058ad21efcaa9c0132a73f7,ChIJW63aWAmfz4kRsbSIBUie8DQ,Andritz Inc,,,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,World Hackers United,United States,,,,,Makerspace,"Makerspace/Hackerspace, Fab Lab",announce@lists.hackerspaces.org,http://www.worldhackersunited.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maker Faire,,Europe,Aarhus Mini Maker Faire,Denmark,,Aarhus,,,Event,Festival,,https://www.facebook.com/aarhusminimakerfaire,,,56.146046,10.202726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,,,Mini,3,Aarhus Mini Maker Faire,2016,Mini,10/15/16 0:00,,
Maker Faire,,Pacific,Adelaide Mini Maker Faire,Australia,,Adelaide,,,Event,Festival,,https://www.facebook.com/MakerFaireADL,,,-34.72567,138.688812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007,,,,,,Mini,2,Adelaide Mini Maker Faire,2015,Mini,11/1/15 0:00,,
Maker Faire,,North America,Aggieville Mini Maker Faire,United States,,Manhattan,Kansas,,Event,Festival,,https://www.facebook.com/aggievilleminimakerfaire,,,39.183609,-96.571671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66502,,,,,,Mini,3,Aggieville Mini Maker Faire,2016,Mini,9/10/16 0:00,,
Maker Faire,,,Akin Road Elementary School Maker Faire,United States,,Farmington,Minnesota,,Event,Festival,,www.farmington.k12.mn.us,,,44.640244,-93.143547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55024,,,,,,School,1,Akin Road Elementary School Maker Faire,2016,School,3/1/16 0:00,,
Maker Faire,,North America,Akron Mini Maker Faire,United States,,Akron,Ohio,,Event,Festival,,https://www.facebook.com/AkronMiniMakerFaire,,,41.08329,-81.516342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44326,,,,,,Mini,4,Akron Mini Maker Faire,2016,Mini,11/12/16 0:00,,
Maker Faire,,North America,Albuquerque Mini Maker Faire,United States,,Albuquerque,New Mexico,,Event,Festival,,http://albuquerque-minimakerfaire.com/,,,35.232754,-106.663048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87144,,,,,,Mini,5,Albuquerque Mini Maker Faire,2016,Mini,8/27/16 0:00,,
Maker Faire,,,American Cooperative School of Tunis School Maker Faire,Tunisia,,Tunis,NA,,Event,Festival,,www.acst.net,,,33.886917,9.537499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,School,2,American Cooperative School of Tunis School Maker Faire,2016,School,4/1/16 0:00,,
Maker Faire,,,American Robert College School Maker Faire,Turkey,,Istanbul,Besiktas,,Event,Festival,,www.robcol.k12.tr,,,41.063145,29.03581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34345,,,,,,School,1,American Robert College School Maker Faire,2016,School,5/28/16 0:00,,
Maker Faire,,North America,Anchorage Mini Maker Faire,United States,,Anchorage,Alaska,,Event,Festival,,www.facebook.com/AnchorageMiniMakerFaire,,,61.191143,-149.890244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99503,,,,,,Mini,3,Anchorage Mini Maker Faire,2015,Mini,8/1/15 0:00,,
Maker Faire,,North America,Ann Arbor Mini Maker Faire,United States,,Ann Arbor,Michigan,,Event,Festival,,https://a2makerfaire.wordpress.com/,,,42.212917,-83.743034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48108,,,,,,Mini,3,Ann Arbor Mini Maker Faire,2011,Mini,6/4/11 0:00,,
Maker Faire,,,Arcata High School Maker Faire,United States,,Arcata,California,,Event,Festival,,http://ahs-nhuhsd-ca.schoolloop.com/,,,40.866516,-124.08284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95521,,,,,,School,1,Arcata High School Maker Faire,2016,School,2/5/16 0:00,,
Maker Faire,,North America,Aspen Mini Maker Faire,United States,,Aspen,Colorado,,Event,Festival,,,,,39.198513,-106.854233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mini,1,Aspen Mini Maker Faire,2010,Mini,12/31/10 0:00,,
Maker Faire,,Europe,Athens Mini Maker Faire,Greece,"Dodekanisou 106, Peristeri",Athens,,,Event,Festival,,http://makerfaireathens.com/,,,38.017979,23.688873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121 35,,,,,,Mini,1,Athens Mini Maker Faire,2016,Mini,10/1/16 0:00,,
Maker Faire,,North America,Atlanta Mini Maker Faire,United States,,Atlanta,Georgia,,Event,Festival,,http://makerfaireatl.com/,,,33.748997,-84.387985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30060,,,,,,Mini,1,Atlanta Mini Maker Faire,2011,Mini,10/1/11 0:00,,
Maker Faire,,North America,Austin Mini Maker Faire,United States,,Austin,Texas,,Event,Festival,,http://www.austinmakerfaire.com/,,,30.260353,-97.714516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78702,,,,,,Mini,4,Austin Mini Maker Faire,2015,Mini,5/16/15 0:00,,
Maker Faire,,,Avonworth School District School Maker Faire,United States,,Pittsburgh,Pennsylvania,,Event,Festival,,http://www.edline.net/pages/Avonworth_School_District,,,40.556911,-80.019958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15237,,,,,,School,1,Avonworth School District School Maker Faire,2016,School,5/1/16 0:00,,
Maker Faire,,North America,Bakersfield Mini Maker Faire,United States,,Bakersfield,California,,Event,Festival,,http://bakersfieldminimakerfaire.com/,,,35.373291,-119.018715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93311,,,,,,Mini,1,Bakersfield Mini Maker Faire,2016,Mini,1/30/16 0:00,,
Maker Faire,,Asia,Bangkok Mini Maker Faire,Thailand,,Bangkok,,,Event,Festival,,www.facebook.com/bangkokmakerfaire,,,13.694929,100.523987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10120,,,,,,Mini,1,Bangkok Mini Maker Faire,2015,Mini,9/26/15 0:00,,
Maker Faire,,Europe,Barcelona Mini Maker Faire,Spain,,Barcelona,,,Event,Festival,,http://www.makerfairebcn.org/,,,41.297443,2.083294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8013,,,,,,Mini,3,Barcelona Mini Maker Faire,2016,Mini,2/7/16 0:00,,
Maker Faire,,North America,Baton Rouge Mini Maker Faire,United States,,Baton Rouge,Louisiana,,Event,Festival,,http://makerfairebatonrouge.com/,,,30.448378,-91.188705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70801,,,,,,Mini,3,Baton Rouge Mini Maker Faire,2016,Mini,10/8/16 0:00,,
Maker Faire,,,Battlefield High School Maker Faire,United States,,Haymarket,Virginia,,Event,Festival,,http://battlefield.groupfusion.net/,,,38.812057,-77.636383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20169,,,,,,School,1,Battlefield High School Maker Faire,2016,School,1/23/16 0:00,,
Maker Faire,,Asia,Beijing Mini Maker Faire,China,,Beijing,,,Event,Festival,,https://www.facebook.com/pages/Beijing-Maker-Faire/873898266020405?fref=ts,,,39.942341,116.422798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100007,,,,,,Mini,1,Beijing Mini Maker Faire,2015,Mini,11/7/15 0:00,,
Maker Faire,,Asia,Bengaluru Mini Maker Faire,India,,Bengaluru,,,Event,Festival,,www.facebook.com/workbenchprojects.com,,,12.965147,77.57914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110021,,,,,,Mini,1,Bengaluru Mini Maker Faire,2015,Mini,10/15/15 0:00,,
Maker Faire,,North America,Benicia Mini Maker Faire,United States,,Benicia,California,,Event,Festival,,http://facebook.com/beniciamakerspace,,,38.049366,-122.158577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94510,,,,,,Mini,1,Benicia Mini Maker Faire,2015,Mini,3/28/15 0:00,,
Maker Faire,,,Benito Middle School Maker Faire,United States,,Tampa,Florida,,Event,Festival,,benito.mysdhc.org,,,28.143433,-82.334335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33647,,,,,,School,1,Benito Middle School Maker Faire,2016,School,5/16/16 0:00,,
Maker Faire,,EUROPE,Bilbao Mini Maker Faire,Spain,,Bilbao,,,Event,Festival,,https://bilbaomakerfaire.com/,,,43.26981,-2.950065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48014,,,,,,Mini,2,Bilbao Mini Maker Faire,2014,Mini,7/12/14 0:00,,
Maker Faire,,North America,Bloomsburg Mini Maker Faire,United States,,Bloomsburg,Pennsylvania,,Event,Festival,,http://bloomsburgmakerfaire.com/,,,41.003696,-76.454948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17815,,,,,,Mini,1,Bloomsburg Mini Maker Faire,2016,Mini,4/30/16 0:00,,
Maker Faire,,South America,Bogota Mini Maker Faire,Columbia,,BogotÇ_,,,Event,Festival,,http://makerfairebogota.com/,,,4.629262,-74.074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111311,,,,,,Mini,3,BogotÇ_ Mini Maker Faire,2016,Mini,10/1/16 0:00,,
Maker Faire,,North America,Boise Mini Maker Faire,United States,,Boise,Idaho,,Event,Festival,,boisemakerfaire.com/,,,43.662437,-116.16304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83702,,,,,,Mini,1,Boise Mini Maker Faire,2013,Mini,5/25/13 0:00,,
Maker Faire,,,Bond Education School Maker Faire,China,,SHENZHEN,GUANGDONG,,Event,Festival,,http://www.bond520.com,,,22.543077,114.097824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518000,,,,,,School,1,Bond Education School Maker Faire,2015,School,11/13/15 0:00,,
Maker Faire,,North America,Boston Mini Maker Faire,United States,,Boston,Massachusetts,,Event,Festival,,http://makerfaireboston.com/,,,42.363079,-71.05407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210,,,,,,Mini,1,Boston Mini Maker Faire,2016,Mini,7/23/16 0:00,,
Maker Faire,,North America,Boulder Mini Maker Faire,United States,,Longmont,Colorado,,Event,Festival,,https://www.facebook.com/MakerBoulder,,,40.122486,-105.172485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80303,,,,,,Mini,1,Boulder Mini Maker Faire,2015,Mini,1/31/15 0:00,,
Maker Faire,,,Branksome Hall School Maker Faire,Canada,,Toronto,Ontario,,Event,Festival,,www.branksome.on.ca,,,43.674294,-79.381401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M4W 1N4,,,,,,School,1,Branksome Hall School Maker Faire,2016,School,4/1/16 0:00,,
